rank,character,guild,server,region,dps,ilvl,duration_s,crit,haste,mastery,vers,report_id,fight_id,source_id,world_tender_count,world_tender_2p,world_tender_slots,world_tender_names,arcanoweave_bonus_count,arcanoweave_bonus_slots,arcanoweave_bonus_names,arcanoweave_source,arcanoweave_source_events,arcanoweave_self_events,arcanoweave_received_events,embellished_8791_count,embellished_8791_slots,embellished_8791_names,crafted_8960_count,crafted_8960_names,tier_count,tier_slots,tier_chest,tier_shoulder,chest_item,shoulder_item,belt_item,boots_item,wrist_item,back_item,ring1_item,ring2_item,strategy,gear_ids
37,Jxv,The Six Army,熊猫酒仙,CN,157722.83842159,290.0,569.711,988,625,1371,16,CLfgQ2NkPGvxWnmB,28,178,0,False,,,1,belt,"Farstrider's Trophy Belt (244581, 285)",True,63,32,53,3,neck;belt;ring1,"Masterwork Sin'dorei Amulet (240950, 272);Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Rigid Scale Greatcloak (258575, 289)","Masterwork Sin'dorei Band (240949, 285)","Eye of Midnight (249920, 289)",arcanoweave_1x_or_mixed,249988;240950;249318;249991;244581;249987;249990;249304;249989;240949;249920;249806;249343;258575;249279
39,性感小光头,,凤凰之神,CN,157579.4309088,291.0,589.185,967,567,1424,0,BF7MnCzrky3h4bP6,85,1142,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,78,37,46,2,neck;wrist,"Masterwork Sin'dorei Amulet (240950, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Plated Bracers (244584, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Pauldrons of the Void Hunter (151323, 289)","Scornbane Waistguard (249371, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Platinum Star Band (193708, 289)","Loa Worshiper's Band (251513, 285)",arcanoweave_1x_or_mixed,249988;240950;151323;268274;249991;249371;249987;268287;244584;249989;193708;251513;249806;249343;249370;249279
40,反诈,The Six Army,熊猫酒仙,CN,157532.56058072,290.0,562.06,1121,427,1355,16,fkWBpAhd3FCDr4Z7,18,12,0,False,,,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",True,71,35,39,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Sin'dorei Band of Hope (249919, 289)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;250247;249318;249991;244581;249987;249990;244584;249989;249919;193708;249344;249806;249370;249279
41,Jxk,The Six Army,熊猫酒仙,CN,157454.10065279,291.0,561.435,759,791,1138,72,vYDfGJCVp81hmW26,15,4,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,58,29,37,2,wrist;ring2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Plated Bracers (244584, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Potion-Stained Cloak (193712, 289)","Eye of Midnight (249920, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_1x_or_mixed,249988;250247;249318;249991;249371;249987;249990;244584;249989;249920;240949;193701;249343;193712;249279
42,马里浪我火雷,,血色十字军,CN,157450.25468539,291.0,557.158,986,405,1275,52,hWfYP8vcDVTrAz3X,172,1607,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,29,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;268291;249318;268274;249991;244611;249987;244610;249304;249989;249369;249919;249343;193701;249370;249288;233290
45,Chazh,Honestly,Frostmourne,US,157055.78965306,290.0,516.404,1093,392,1154,100,1GcnD9Xkryx4TPK3,38,72,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,25,1,ring2,"Masterwork Sin'dorei Band (240949, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Primal Spark Pauldrons (260374, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Platinum Star Band (193708, 289)","Masterwork Sin'dorei Band (240949, 285)",world_tender_2p,249988;250247;260374;268274;249991;244611;249987;244610;249304;249989;193708;240949;193701;249343;249335;249288
46,猎人十号机,,冰风岗,CN,156903.51653068,291.0,573.207,839,715,1126,0,8pWDdGXgFvx2BKAT,19,17,0,False,,,0,,,False,0,0,26,1,shoulder,"Farstrider's Brilliant Plumes (244580, 285)",2,"Farstrider's Brilliant Plumes (244580, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Farstrider's Brilliant Plumes (244580, 285)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 289)","Amberfrond Bracers (251079, 289)","Draconic Nullcape (249370, 289)","Loa Worshiper's Band (251513, 285)","Sporecaller's Blooming Loop (268290, 298)",other_or_unclassified,249988;250247;244580;249991;249985;249987;249990;251079;249989;251513;268290;193701;249343;249370;249279
47,蓝精灵拾柒,,凤凰之神,CN,156862.02967251,291.0,570.427,855,775,1381,0,2KPnXNY4yRqgQ6vw,70,453,0,False,,,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",True,58,30,68,0,,,2,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_2x,249988;268291;249318;249991;244581;249987;249990;249304;249989;249919;240949;249806;249343;239656;249279
48,Johnwickc,,아즈샤라,KR,156714.6734877,291.0,523.87,835,626,1195,88,Q9NkZAdtqwKnJpvW,85,1245,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,33,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Fluxweave Cloak (251206, 289)","Omission of Light (251093, 289)","Occlusion of Void (251217, 289)",world_tender_2p,249988;268291;249318;268274;249991;244611;249987;244610;249304;249989;251093;251217;193701;249343;251206;249279;35279
49,Rubble,,鬼雾峰,CN,156710.42582462,290.0,550.978,792,537,1301,84,hVBJTtFcx7q2ZzyM,10,295,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,19,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Bond of Light (249369, 289)","Platinum Star Band (193708, 289)",world_tender_2p,249988;250247;249318;98080;249991;244611;249987;244610;249304;249989;249369;193708;193701;249343;249335;249279
50,兽亡境,iuiuiuiui,鬼雾峰,CN,156633.45818553,290.0,574.813,831,644,1557,0,xWYabdvVKqRT8C3Q,68,981,0,False,,,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",True,62,31,49,2,boots;back,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Razor Talons (244577, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Raging Storm Sash (260375, 289)","Farstrider's Razor Talons (244577, 285)","Amberfrond Bracers (251079, 289)","Adherent's Silken Shroud (239656, 285)","Omission of Light (251093, 289)","Occlusion of Void (251217, 289)",arcanoweave_2x,249988;250247;249318;52019;249991;260375;249987;244577;251079;249989;251093;251217;249343;249806;239656;49813
51,Jxm,The Six Army,熊猫酒仙,CN,156617.80535591,290.0,565.021,1090,714,1206,16,K2cB9MW6Jp3LyVzh,50,304,0,False,,,1,belt,"Farstrider's Trophy Belt (244581, 285)",True,53,26,35,2,belt;ring2,"Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",2,"Farstrider's Trophy Belt (244581, 285);Masterwork Sin'dorei Band (240949, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Eye of Midnight (249920, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_1x_or_mixed,249988;250247;249318;249991;244581;249987;249990;249304;249989;249920;240949;249343;260235;249370;249279
52,湘水茫茫,,燃烧之刃,CN,156569.65325501,290.0,560.383,656,731,1628,0,CK2NR3DraAZmy4px,84,658,0,False,,,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",True,72,33,66,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",3,head;chest;legs,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_2x,249988;250247;193704;268274;249991;244581;249987;249990;249304;249325;249369;240949;249806;249343;239656;249279
53,蓝精灵拾贰,,凤凰之神,CN,156537.13858774,291.0,571.508,398,1139,1431,41,fGtNrVp8PFkRw7Wx,65,724,0,False,,,2,boots;wrist,"Farstrider's Razor Talons (244577, 285);Farstrider's Plated Bracers (244584, 285)",True,69,37,61,1,boots,"Farstrider's Razor Talons (244577, 285)",2,"Farstrider's Razor Talons (244577, 285);Farstrider's Plated Bracers (244584, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Scornbane Waistguard (249371, 289)","Farstrider's Razor Talons (244577, 285)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Bond of Light (249369, 289)","Sporecaller's Blooming Loop (268290, 298)",arcanoweave_2x,249988;250247;249986;249991;249371;249987;244577;244584;249989;249369;268290;249343;249806;249370;249279
54,Johnnwick,,아즈샤라,KR,156520.3143521,291.0,528.961,627,1058,967,84,RFj9fqWdHvbYcJ24,54,602,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,14,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Sporecaller's Blooming Loop (268290, 298)","Omission of Light (251093, 289)",world_tender_2p,249988;249368;249318;249991;244611;249987;244610;249304;249989;268290;251093;193701;249343;249335;249279
55,蓝精灵拾玖,,凤凰之神,CN,156519.9356363,289.0,578.587,452,1101,1488,0,2KPnXNY4yRqgQ6vw,101,733,0,False,,,2,shoulder;back,"Farstrider's Brilliant Plumes (244580, 285);Adherent's Silken Shroud (239656, 285)",True,58,29,73,0,,,2,"Farstrider's Brilliant Plumes (244580, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Farstrider's Brilliant Plumes (244580, 285)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Sporecaller's Blooming Loop (268290, 298)","Bond of Light (249369, 289)",arcanoweave_2x,249988;250247;244580;268274;249991;249371;249987;249990;249304;249989;268290;249369;249806;249343;239656;249279
56,泡菜苕粉肉丝,,凤凰之神,CN,156516.40727481,290.0,580.139,1013,573,1314,84,BF7MnCzrky3h4bP6,13,3,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,17,1,neck,"Masterwork Sin'dorei Amulet (240950, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Bond of Light (249369, 289)","Sin'dorei Band of Hope (249919, 289)",world_tender_2p,249988;240950;249318;268274;249991;244611;249987;244610;249304;249989;249369;249919;249343;249806;249335;251174
57,Domidon,Exposed,Kazzak,EU,156319.18926322,291.0,547.65,899,685,978,165,kVrbdq6AxvFWZHwJ,6,15,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,30,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Primal Spark Pauldrons (260374, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Bond of Light (249369, 289)","Signet of the Starved Beast (249336, 289)",world_tender_2p,249988;249368;260374;249991;244611;249987;244610;249304;249989;249369;249336;193701;249343;249335;249279
58,二十六猎,,格瑞姆巴托,CN,156289.2080752,290.0,580.295,713,627,1399,0,BF7MnCzrky3h4bP6,60,743,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,64,30,40,0,,,2,"Farstrider's Plated Bracers (244584, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Bond of Light (249369, 289)","Loa Worshiper's Band (251513, 285)",arcanoweave_1x_or_mixed,249988;250247;249318;268274;249991;249371;249987;249990;244584;249989;249369;251513;249344;249343;249370;249279
59,Kimtaewoo,Mate,아즈샤라,KR,156183.15767634,290.0,549.461,666,779,1286,0,AY384RrLxMXzPKBF,38,33,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,52,28,44,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Eye of Midnight (249920, 289)",arcanoweave_2x,249988;250247;193704;89195;249991;249985;249987;249990;244584;249989;249369;249920;249343;193701;239656;249279;69210
60,Banapresso,VA,아즈샤라,KR,156150.31802989,290.0,536.742,769,541,1296,108,vzCgZDt6m3XnKNTM,51,133,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,28,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Potion-Stained Cloak (193712, 289)","Platinum Star Band (193708, 289)","Bond of Light (249369, 289)",world_tender_2p,249988;250247;249318;167179;249991;244611;249987;244610;249304;249989;193708;249369;193701;249343;193712;249279;5976
62,向南枝,,血色十字军,CN,156040.57241026,289.0,555.895,862,759,1355,32,dHtMF9R3fZvmYVkG,83,1042,0,False,,,2,belt;boots,"Farstrider's Trophy Belt (244581, 285);Farstrider's Razor Talons (244577, 285)",True,51,24,66,2,belt;boots,"Farstrider's Trophy Belt (244581, 285);Farstrider's Razor Talons (244577, 285)",2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Razor Talons (244577, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Farstrider's Trophy Belt (244581, 285)","Farstrider's Razor Talons (244577, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Eye of Midnight (249920, 289)","Bond of Light (249369, 276)",arcanoweave_2x,249988;249337;193704;249991;244581;249987;244577;249304;249989;249920;249369;249806;249343;249335;249279
63,绝三十四,,丽丽（四川）,CN,155997.90126773,289.0,577.015,921,972,1094,16,dKkcq8DYpf9F6AbV,118,973,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,66,31,58,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Pauldrons of the Void Hunter (151323, 289)","Primal Sentry's Cinch (249985, 289)","Darkstrider Treads (249377, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Eye of Midnight (249920, 289)",arcanoweave_2x,249988;250247;151323;249991;249985;249987;249377;244584;249989;249919;249920;249343;249806;239656;249279
64,蓝精灵贰肆,,影之哀伤,CN,155984.04114291,291.0,569.527,818,903,1317,42,Lf1NwZmX836pBAtv,61,699,0,False,,,2,head;wrist,"Farstrider's Unwavering Visage (244579, 285);Farstrider's Plated Bracers (244584, 285)",True,71,34,58,1,wrist,"Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Unwavering Visage (244579, 285);Farstrider's Plated Bracers (244584, 285)",4,shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Scornbane Waistguard (249371, 289)","Darkstrider Treads (249377, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Purloined Wedding Ring (49812, 289)","Sin'dorei Band of Hope (249919, 289)",arcanoweave_2x,244579;240950;249986;249991;249371;249987;249377;244584;249989;49812;249919;249343;249806;249370;49813
66,苏灬城,,伊森利恩,CN,155900.23309695,290.0,568.004,743,794,1153,0,trBHWP2cZA9GLDK6,27,170,0,False,,,1,belt,"Farstrider's Trophy Belt (244581, 285)",True,58,30,54,1,belt,"Farstrider's Trophy Belt (244581, 285)",2,"Farstrider's Trophy Belt (244581, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Loa Worshiper's Band (251513, 285)","Eye of Midnight (249920, 289)",arcanoweave_1x_or_mixed,249988;250247;193704;249991;244581;249987;249990;249304;249989;251513;249920;249343;193701;249370;249279
